Date,SPY US Equity,80,90,95,97.5,100,102.5,105,110,120,Dividends,USGG1M Index,Spot
2007-05-21,158.7303745590001,20.308,19.9941,16.057,13.5536,11.2906,9.8574,9.8082,9.9071,9.907125,0.01624970475483553,4.820431,152.54
2007-05-22,158.6055047219273,20.4115,20.1093,16.0347,13.4924,11.2327,9.8394,9.7201,9.7568,9.756813,0.01626249811903039,4.891183,152.42
2007-05-23,158.6263163614395,20.66081,20.306,16.0361,13.5692,11.4103,10.077,9.9691,10.0033,10.00331,0.01626036449293238,4.85994,152.44
2007-05-24,157.1903132351026,20.17169,20.1717,16.7733,14.3559,12.247,10.6971,10.1008,10.142,10.142,0.01640891012380916,4.965953,151.06
2007-05-25,157.8458798797347,20.20538,20.2054,16.1627,13.7141,11.585,10.0558,9.5455,9.5758,9.575813,0.016340760520156976,4.95305,151.69
2007-05-29,158.4181999663182,20.70838,20.7084,16.1194,13.7135,11.6012,10.1437,9.729,9.7395,9.7395,0.01628172598070554,4.921116,152.24
2007-05-30,159.7085216160701,20.96588,20.5014,15.4773,13.1537,11.0457,9.5464,9.3632,9.3632,9.363188,0.016150182195091296,4.890528,153.48
2007-05-31,159.5420284999731,20.63881,20.2598,15.5672,13.3343,11.3174,9.9776,9.7782,9.7671,9.767125,0.016167036024671354,4.838908,153.32
2007-06-01,160.332870801434,21.19519,20.531,15.9052,13.4443,11.2431,9.9738,9.8903,9.8649,9.864875,0.016087292077509162,4.790459,154.08
2007-06-04,160.3536824409461,20.9345,20.2574,15.7985,13.5152,11.5798,10.5085,10.3326,10.2831,10.28313,0.016085204174578923,4.749031,154.1
2007-06-05,159.7189274358262,19.90962,19.6405,16.1516,13.9606,11.9765,10.6118,10.1122,9.9861,9.986125,0.016149129997410982,4.738215,153.49
2007-06-06,158.0019671760756,20.58538,20.5854,17.3397,15.1265,13.21,11.7847,11.0175,10.8568,10.85681,0.016324617777282745,4.788573,151.84
2007-06-07,155.1507725629141,21.39081,21.3908,19.6121,17.3318,15.2276,13.5156,12.4196,12.1004,12.10038,0.016624614106657356,4.771924,149.1
2007-06-08,157.1695015955905,19.78669,19.7867,17.6156,15.3107,13.2107,11.5818,10.6321,10.4388,10.43881,0.01641108291381496,4.729244,151.04
2007-06-11,157.4400529092482,19.91738,19.9174,17.7991,15.5371,13.4341,11.7472,10.7073,10.4164,10.41638,0.016382881449455464,4.677636,151.3
2007-06-12,155.7230926494976,20.61581,20.6158,18.8875,16.7075,14.7328,13.0951,11.9215,11.5334,11.53338,0.016563514622803956,4.687233,149.65
2007-06-13,158.0539962748559,19.77881,19.7788,17.4891,15.2507,13.2092,11.5019,10.4083,10.1652,10.16519,0.01631924394826922,4.554124,151.89
2007-06-14,159.0633607911942,18.17813,18.1781,16.6136,14.3308,12.2304,10.592,9.8125,9.7082,9.708188,0.016215687317170036,4.486088,152.86
2007-06-15,159.964088549279,17.78263,17.7826,16.9584,14.7811,12.7222,11.0343,10.2397,10.2306,10.23063,0.01684758597291909,4.423244,153.07
2007-06-18,159.7759815659454,18.26963,18.2696,16.8208,14.4803,12.3796,10.7865,10.1922,10.2455,10.2455,0.016867420922720422,4.412513,152.89
2007-06-19,160.1730963085386,17.14669,17.1467,16.1985,13.9291,11.7915,9.97,9.0273,8.9352,8.935188,0.016825601780353132,4.422172,153.27
2007-06-20,157.9471636724246,18.77319,18.7732,17.9096,15.7437,13.6416,11.8773,11.0092,10.9695,10.9695,0.017062723202823378,4.340116,151.14
2007-06-21,158.8249962613146,18.67731,18.6773,17.3166,15.1894,13.1568,11.3383,10.1008,9.8289,9.828875,0.016968416797438643,4.159565,151.98
2007-06-22,157.330590782609,20.08663,20.0866,18.9407,16.8015,14.7577,12.9487,11.7167,11.2927,11.29269,0.01712959139737446,4.229507,150.55
2007-06-25,156.5781628492747,21.2125,21.2125,19.8443,17.7324,15.6831,13.8001,12.3892,11.8649,11.86488,0.017211906726788524,4.351343,149.83
2007-06-26,154.9688031029763,22.9695,22.9695,21.7797,19.5858,17.4931,15.5558,13.9151,13.033,13.033,0.01739065334732433,4.41198,148.29
2007-06-27,157.1738349631644,19.9955,19.9955,18.8318,16.6346,14.5086,12.5394,11.0893,10.6583,10.65831,0.017146675431347905,4.085413,150.4
2007-06-28,157.1529341872384,19.84588,19.8459,18.7822,16.6307,14.5225,12.6003,11.2578,10.8176,10.81763,0.017148955877608226,4.006562,150.38
2007-06-29,157.2051861270533,20.22131,20.2213,19.1839,17.1644,15.1481,13.1976,11.6393,11.1974,11.19738,0.017143255898921256,4.229507,150.43
2007-07-02,158.6264388900181,19.72319,19.7232,18.4739,16.3667,14.2929,12.346,10.9143,10.4643,10.46431,0.01698965666298653,4.463491,151.79
2007-07-03,159.2012102279818,19.12537,19.1254,18.1382,15.9858,13.8186,11.8269,10.4444,9.8951,9.895125,0.016928318136239497,4.594893,152.34
2007-07-05,159.0340040205741,19.53488,19.5349,18.6093,16.4082,14.2347,12.182,10.7468,10.1033,10.10331,0.016946116341665953,4.70884,152.18
2007-07-06,159.8700350576122,19.18769,19.1877,17.8731,15.6792,13.4887,11.5079,10.2081,9.7611,9.761125,0.016857497613248302,4.657833,152.98
2007-07-09,159.8909358335382,19.85413,19.8541,18.4499,16.2018,14.0172,11.9824,10.5147,9.9686,9.968625,0.01685529401878905,4.626644,153.0
2007-07-10,157.7172551372391,21.67419,21.6742,20.342,18.3071,16.2609,14.2536,12.5174,11.7633,11.76331,0.017087595977171514,4.656644,150.92
2007-07-11,158.8354466492776,20.79913,20.7991,19.4134,17.3467,15.2758,13.2133,11.3426,10.5248,10.52481,0.01696730038077982,4.666244,151.99
2007-07-12,161.3435397603919,19.68338,19.6834,18.6642,16.4993,14.3572,12.3278,10.6699,9.9341,9.934125,0.016703542877613352,4.700454,154.39
2007-07-13,161.8242576066888,19.5525,19.5525,18.36,16.2743,14.1816,12.2028,10.6432,10.0681,10.06813,0.016653923053759928,4.678236,154.85
2007-07-16,161.8033568307629,20.09463,20.0946,18.9371,16.7897,14.6635,12.6637,11.1387,10.5797,10.57969,0.01665607430649567,4.687835,154.83
2007-07-17,161.7197537270591,20.07787,20.0779,18.9397,16.7461,14.5499,12.4485,10.7839,10.1304,10.13038,0.016664684878027303,4.666841,154.75
2007-07-18,161.4271428640957,,,,,,,,,,0.016694892114162783,4.656051,154.47
2007-07-19,162.0541661418743,19.312,19.312,18.5746,16.3134,14.0716,12.0256,10.6753,10.3156,10.31563,0.016630295897818566,4.731083,155.07
2007-07-20,160.413455231687,21.02613,21.0261,20.0929,17.8368,15.671,13.6811,12.0011,11.2489,11.24888,0.016800390780942833,4.719042,153.5
2007-07-23,160.9046234659469,20.85663,20.8569,19.9055,17.652,15.489,13.5647,11.8619,11.3217,11.32169,0.016749106870654836,4.830632,153.97
2007-07-24,158.1143698798322,22.1925,22.1925,21.5328,19.3859,17.2696,15.252,13.4656,12.3571,12.35713,0.01704467934484286,4.911581,151.3
2007-07-25,158.4383319066845,21.6725,21.6725,20.9716,18.8967,16.7872,14.7588,12.9974,11.9864,11.98638,0.017009827748002932,4.91092,151.61
2007-07-26,154.686642627976,23.88219,23.8822,23.1827,21.0936,19.023,17.0642,15.3625,14.2688,14.26881,0.0174223752524978,4.976167,148.02
2007-07-27,151.6455797307499,27.51,27.51,27.0625,25.2469,23.2802,21.2142,19.1459,17.4728,17.47281,0.01777175925073892,4.872086,145.11
2007-07-30,154.0178177983455,25.16888,25.1689,23.9811,21.627,19.3306,17.1684,15.3141,14.2527,14.25269,0.01749803219483461,4.922444,147.38
2007-07-31,152.2830533964914,28.66563,28.6656,27.176,24.6773,22.1915,19.8115,17.6969,16.5061,16.50613,0.017697364705426332,4.982977,145.72
2007-08-01,153.0250309418628,27.94731,27.9473,26.6016,24.0615,21.5533,19.1725,17.0172,15.6998,15.69981,0.017611554905925867,4.941509,146.43
2007-08-02,154.247726333531,25.69813,25.6981,24.3952,21.9245,19.4258,17.0298,14.9756,13.9221,13.92213,0.01747195111703743,5.010283,147.6
2007-08-03,150.2765789076,29.56469,29.5647,27.8696,25.429,22.874,20.3081,17.932,16.6249,16.62488,0.01793365775295358,4.916131,143.8
2007-08-06,152.7951224066773,26.74581,26.7458,25.6576,23.133,20.6407,18.2464,16.0854,14.6107,14.61069,0.017638054749160283,4.946159,146.21
2007-08-07,154.4253829289016,24.85931,24.8593,23.585,21.4669,19.3063,17.1613,15.1194,14.0054,14.00538,0.017451850746935945,4.955719,147.77
2007-08-08,156.5781628492747,24.65338,24.6534,23.2919,21.1011,18.9482,16.8962,15.0342,14.1296,14.12963,0.017211906726788524,4.975497,149.83
2007-08-09,151.9381905937132,29.78438,29.7844,28.4242,26.0066,23.6328,21.3708,19.2486,17.8842,17.88419,0.017737533426471733,4.651909,145.39
2007-08-10,151.2275642122308,31.44013,31.4401,29.8958,27.5586,25.1972,22.8543,20.5383,19.1765,19.1765,0.017820883041080263,4.363785,144.71
2007-08-13,151.7709843863056,28.906,28.906,27.755,25.3892,23.0603,20.8217,18.6776,17.0983,17.09831,0.017757074880360293,4.598417,145.23
2007-08-14,149.4509982585248,30.61969,30.6197,29.4573,27.0184,24.618,22.3111,20.1256,18.3578,18.35781,0.018032724878503076,4.495615,143.01
2007-08-15,147.3922718298185,33.36338,33.3634,32.1366,29.7728,27.3816,25.018,22.7155,20.7626,20.76263,0.018284600006201964,3.912765,141.04
2007-08-16,148.500012953894,32.97363,32.9736,31.7029,29.364,27.0926,24.9202,22.797,21.074,21.074,0.018148205382651127,3.189655,142.1
2007-08-17,151.2275642122308,32.7425,32.7425,30.9174,28.2747,25.657,23.1314,20.6735,19.3032,19.30319,0.017820883041080263,2.954045,144.71
2007-08-20,151.15441149649,30.58681,30.5868,28.7809,26.0667,23.3495,20.7409,18.2536,16.8542,16.85419,0.017829507638790966,2.107287,144.64
2007-08-21,151.4574727474163,29.53681,29.5368,27.7272,25.1754,22.6115,20.1045,17.6438,16.3419,16.34188,0.01779383140050179,2.99438,144.93
2007-08-22,153.2549394770482,27.28238,27.2824,25.6417,22.9919,20.2606,17.5597,14.9505,13.5763,13.57631,0.01758513457125622,2.718735,146.65
2007-08-23,153.1190844335295,26.88563,26.8856,25.2876,22.6016,19.9217,17.3349,14.8705,13.4783,13.47831,0.017600736997506992,3.915276,146.52
2007-08-24,155.0106046548283,24.89513,24.8951,23.5336,20.7704,18.0304,15.4061,12.9462,11.7907,11.79069,0.01738596362755157,4.220649,148.33
2007-08-27,153.5684511159375,27.06,27.06,25.2375,22.5943,20.0181,17.569,15.2202,14.0858,14.08581,0.01754923433055274,4.762042,146.95
2007-08-28,150.1929758038961,30.49169,30.4917,28.7136,26.1879,23.661,21.1654,18.6809,17.2305,17.2305,0.017943640306670783,4.424067,143.72
2007-08-29,153.1399852094555,27.89819,27.8982,26.3176,23.6811,21.0693,18.5867,16.2417,14.9244,14.92438,0.017598334822401564,3.89234,146.54
2007-08-30,152.7324200788994,28.84363,28.8436,27.5331,24.961,22.4689,20.0938,17.8299,16.3213,16.32131,0.017645295825348784,3.772134,146.15
2007-08-31,154.237275945568,27.635,27.635,26.2233,23.7526,21.2875,18.8935,16.581,15.2722,15.27219,0.01747313493376736,4.158841,147.59
2007-09-04,155.7943837520515,26.82638,26.8264,25.1461,22.7791,20.3917,18.0103,15.5479,14.3545,14.3545,0.017298497349575562,4.556381,149.08
2007-09-05,154.4462837048275,28.80631,28.8063,27.1844,24.7476,22.2513,19.7499,17.2456,16.0771,16.07712,0.01744948903765292,4.474625,147.79
2007-09-06,154.8015968955687,28.49319,28.4932,26.6246,24.1242,21.6614,19.2604,16.8818,15.7677,15.76769,0.01740943755400476,4.290201,148.13
2007-09-07,152.6488169751956,31.21263,31.2126,29.336,26.8589,24.3699,21.9012,19.4296,18.2309,18.23088,0.017654959847160437,4.026436,146.07
2007-09-10,152.3562061122322,31.63381,31.6338,29.936,27.5139,25.0674,22.5861,20.0174,18.666,18.666,0.017688867445467625,3.923818,145.79
2007-09-11,154.1327720659382,29.21563,29.2156,27.7117,25.3157,22.9422,20.6095,18.3073,17.1414,17.14138,0.01748498193012899,4.086849,147.49
2007-09-12,154.5298868085313,29.53613,29.5361,27.8148,25.4311,23.0332,20.6351,18.2359,17.256,17.256,0.017440048589130484,3.984254,147.87
2007-09-13,155.6167271566809,29.05738,29.0574,27.4067,24.9745,22.4869,19.9632,17.4189,16.4167,16.41669,0.01731824581878131,4.027766,148.91
2007-09-14,155.6062767687179,29.00381,29.0038,27.3177,24.8459,22.3403,19.8442,17.4083,16.431,16.431,0.017319408897748318,3.832273,148.9
2007-09-17,154.7702457316798,30.46963,30.4696,29.2034,26.5995,24.0358,21.5466,19.1035,17.5357,17.53569,0.017412964111240548,3.760365,148.1
2007-09-18,159.3266148835375,25.18919,25.1892,23.9275,21.324,18.7122,16.1007,13.4291,12.044,12.044,0.016914993997604124,3.780404,152.46
2007-09-19,160.2671498002054,,,,,,,,,,0.016815727600904568,3.494158,153.36
2007-09-20,159.1385079002039,24.22638,24.2264,23.0461,20.4818,17.9955,15.6784,13.6121,12.6305,12.6305,0.01693498808034361,3.42463,152.28
2007-09-21,159.5656361570267,23.78863,23.7886,22.2036,19.7163,17.2549,14.8885,12.8547,11.9803,11.98031,0.017886688311241048,3.301131,151.97
2007-09-24,159.2716414335683,23.72631,23.7263,22.3851,19.9932,17.5767,15.2139,13.179,12.2486,12.24863,0.017919704810200422,3.311042,151.69
2007-09-25,158.9566470870058,22.89419,22.8942,21.7714,19.5326,17.2899,15.0812,13.1221,12.2767,12.27669,0.017955215157271304,3.290328,151.39
2007-09-26,159.7966320111725,21.8515,21.8515,20.8791,18.6219,16.4055,14.2683,12.5147,11.8847,11.88469,0.01786083200380644,3.187988,152.19
2007-09-27,160.7416150508601,21.15381,21.1538,20.313,18.1064,15.8423,13.5764,11.6989,11.1261,11.12613,0.017755830051991,3.26116,153.09
2007-09-28,160.2061246617039,22.39119,22.3912,21.139,18.8335,16.56,14.4042,12.6275,11.8702,11.87019,0.017815179071040122,3.352186,152.58
2007-10-01,162.0120922486624,21.87931,21.8793,20.891,18.5739,16.2534,14.0284,12.2444,11.5567,11.55669,0.01761659120323592,3.464192,154.3
2007-10-02,161.7915962060686,22.46881,22.4688,21.5696,19.1933,16.852,14.6374,12.8514,12.0791,12.07913,0.017640599796607842,3.576171,154.09
2007-10-03,161.466102047954,22.82869,22.8287,21.4975,19.1776,16.897,14.7428,13.0317,12.3989,12.39888,0.017676160896470946,3.616656,153.78
2007-10-04,161.718097525204,22.14119,22.1412,21.3609,19.115,16.8729,14.7384,12.9455,12.0715,12.0715,0.017648617209838346,3.577919,154.02
2007-10-05,163.6395630392354,20.96681,20.9668,19.7002,17.3826,15.1651,13.1538,11.6509,11.1216,11.12163,0.017441386093418686,3.545884,155.85
2007-10-08,162.7680786804124,21.22863,21.2286,20.4633,18.2359,16.0604,14.039,12.4454,11.6644,11.66438,0.01753476985330475,3.54554,155.02
2007-10-09,164.3010511670167,20.13969,20.1397,19.1989,17.107,15.0463,13.082,11.4419,10.7199,10.71988,0.017371165788978158,3.637436,156.48
2007-10-10,164.0280560666625,20.29469,20.2947,19.5053,17.4354,15.4235,13.5271,11.9044,11.101,11.101,0.017400076959795816,3.657493,156.22
2007-10-11,163.2405702002562,22.438,22.438,21.4813,19.412,17.4141,15.5362,13.928,13.1703,13.17031,0.017484016354662006,3.861297,155.47
2007-10-12,164.1435539937355,21.14181,21.1418,20.2725,18.1929,16.2014,14.3385,12.7367,11.961,11.961,0.017387833574229527,4.07754,156.33
2007-10-15,162.7575788688603,22.92438,22.9244,22.2533,20.1521,18.1294,16.2154,14.4977,13.5205,13.5205,0.01753590105579835,4.209942,155.01
2007-10-16,161.466102047954,23.97288,23.9729,22.8106,20.6643,18.5681,16.5527,14.7926,13.9708,13.97081,0.017676160896470946,4.107282,153.78
2007-10-17,161.9595931909019,,,,,,,,,,0.01762230160557084,3.626865,154.25
2007-10-18,161.3716037439852,22.59831,22.5983,21.4818,19.3314,17.1813,15.1189,13.4068,12.657,12.657,0.017686511956921742,3.230514,153.69
2007-10-19,157.1506795000473,26.784,26.784,25.5563,23.4247,21.2611,19.121,17.1873,16.1857,16.18569,0.01816155557332333,3.362397,149.67
2007-10-22,158.0641631050786,25.71969,25.7197,24.6013,22.4469,20.3175,18.2359,16.269,15.1714,15.17138,0.01805659640400759,3.627584,150.54
2007-10-23,159.3451401144329,24.4805,24.4805,23.5206,21.2732,19.0167,16.8051,14.7884,13.6499,13.64988,0.017911439263701253,3.811044,151.76
2007-10-24,159.0511453909745,24.74138,24.7414,23.9087,21.6993,19.4674,17.271,15.1609,13.9107,13.91069,0.017944547284521405,3.657493,151.48
2007-10-25,159.4291386068496,25.07438,25.0744,24.2871,22.2531,20.097,17.8746,15.7066,14.4513,14.45131,0.017902002256713002,3.89524,151.84
2007-10-26,161.2981050631206,23.20388,23.2039,22.869,20.6693,18.4487,16.2853,14.1621,12.808,12.808,0.01769457116690081,3.945102,153.62
2007-10-29,161.8335954522769,22.84763,22.8476,23.1528,20.9468,18.6926,16.4638,14.1506,12.6908,12.69081,0.017636021687272446,3.944677,154.13
2007-10-30,160.7101156162039,24.17,24.17,24.3098,22.1453,19.9501,17.7959,15.6174,13.8542,13.85419,0.017759310222522553,3.913601,153.06
2007-10-31,162.3795856529853,21.69313,21.6931,21.7282,19.4791,17.2182,15.0439,12.8334,11.8426,11.84263,0.017576721776005833,3.892754,154.65
2007-11-01,158.5786538711307,26.24631,26.2463,25.9015,23.764,21.6383,19.5506,17.4386,15.742,15.742,0.017998013789706033,3.894825,151.03
2007-11-02,158.7571506675162,25.66413,25.6641,25.1628,22.9263,20.673,18.4825,16.3921,15.0029,15.00288,0.017977777927640888,3.730102,151.2
2007-11-05,157.5496723390265,28.2245,28.2245,27.4398,25.1534,22.8038,20.4543,18.1959,16.6428,16.64281,0.018115561630518508,3.893168,150.05
2007-11-06,159.6706342725475,24.37738,24.3774,23.7076,21.6389,19.5716,17.5329,15.5115,14.1171,14.11713,0.01787492616991716,3.913183,152.07
2007-11-07,155.3027126668804,29.25788,29.2579,27.9716,25.9126,23.8172,21.7089,19.6093,18.4803,18.48031,0.01837766224500914,3.698331,147.91
2007-11-08,154.5152268004741,28.84369,28.8437,27.9295,25.8642,23.7619,21.6416,19.4864,17.888,17.888,0.018471323883251577,3.567698,147.16
2007-11-09,152.394264866953,31.50638,31.5064,30.4686,28.2831,26.0928,23.9213,21.751,20.0691,20.06913,0.0187284003214779,3.423349,145.14
2007-11-12,150.8822920034529,32.93981,32.9398,31.502,29.2546,26.9676,24.6698,22.3547,20.8325,20.8325,0.018916075314260976,3.423028,143.7
2007-11-13,155.4812094632659,27.89519,27.8952,27.0181,24.5979,22.1516,19.7171,17.2898,15.3759,15.37588,0.018356564172469624,3.770191,148.08
2007-11-14,155.0507171896304,29.39531,29.3953,27.9879,25.5405,23.0855,20.691,18.3566,17.0376,17.03762,0.01840753045750188,3.800436,147.67
2007-11-15,152.8142573290364,31.50431,31.5043,30.0478,27.6329,25.188,22.7517,20.3043,18.7856,18.78563,0.018676927460899426,3.718374,145.54
2007-11-16,153.0767526178385,29.63463,29.6346,27.9867,25.573,23.1421,20.7159,18.2637,16.949,16.949,0.018644900354340507,3.832273,145.79
2007-11-19,150.9452908727654,30.13181,30.1318,28.7017,26.5251,24.2686,21.9536,19.5736,18.0706,18.07063,0.0189081804581198,3.75015,143.76
2007-11-20,151.8692742893488,28.92231,28.9223,27.6571,25.6144,23.4741,21.2394,18.8883,17.3694,17.36938,0.018793141749580355,3.55575,144.64
2007-11-21,148.7613300699318,30.50781,30.5078,29.2535,27.4859,25.6333,23.7164,21.7447,20.4949,20.49488,0.019185770910921104,3.350958,141.68
2007-11-23,151.3337839001925,29.0285,29.0285,28.1422,26.3795,24.5111,22.5627,20.5438,18.9856,18.98563,0.01885964075944843,3.658589,144.13
2007-11-26,147.9948438266296,31.83919,31.8392,30.6349,29.0562,27.37,25.601,23.7689,22.6844,22.68438,0.019285136734014205,3.515248,140.95
2007-11-27,149.6958132980673,29.39738,29.3974,28.3517,26.7784,25.1019,23.3573,21.5716,20.4422,20.44219,0.019066002824291942,3.606803,142.57
2007-11-28,154.4837273658178,26.884,26.884,26.0865,24.3289,22.501,20.6321,18.7323,17.3823,17.38231,0.018475090210421413,3.422709,147.13
2007-11-29,154.5362264235783,26.27838,26.2784,25.5562,23.9821,22.3493,20.654,18.8777,17.5787,17.57869,0.018468813851469642,3.393976,147.18
2007-11-30,156.0901985332868,25.99263,25.9926,24.9204,23.0407,21.0676,19.0104,16.8688,15.7122,15.71219,0.018284945665675383,3.658589,148.66
2007-12-03,155.0612170011825,26.31838,26.3184,25.3038,23.5875,21.7855,19.8934,17.8871,16.7606,16.76063,0.018406284010423227,3.617371,147.68
2007-12-04,153.6752418763074,26.26119,26.2612,25.3844,23.7795,22.0625,20.2474,18.3273,17.0879,17.08788,0.018572287665067654,3.698705,146.36
2007-12-05,156.247695706568,24.85038,24.8504,23.8204,22.1865,20.4559,18.6107,16.6141,15.6617,15.66169,0.01826651449942411,3.647283,148.81
2007-12-06,158.484155567162,23.616,23.616,22.5507,20.7953,18.9368,17.014,15.0526,14.2433,14.24331,0.01800874534688818,3.077303,150.94
2007-12-07,158.4526561325057,23.2485,23.2485,22.2354,20.5564,18.784,16.9089,14.9037,14.0054,14.00538,0.018012325377107563,3.005077,150.91
2007-12-10,159.6811340840996,23.80769,23.8077,22.5885,20.8102,18.9418,16.9938,15.1411,14.3314,14.33138,0.017873750806544596,3.035446,152.08
2007-12-11,155.3027126668804,26.76888,26.7689,25.5583,23.8142,22.02,20.1916,18.3267,17.5266,17.52663,0.01837766224500914,2.831143,147.91
2007-12-12,156.8356851534847,25.67488,25.6749,24.7768,22.977,21.123,19.2205,17.2561,16.0931,16.09313,0.018198031884978927,2.739131,149.37
2007-12-13,156.5101909953701,25.50719,25.5072,24.698,22.9168,21.0785,19.2021,17.2971,16.0918,16.09181,0.018235878321879125,2.679118,149.06
2007-12-14,154.5257266120261,26.38113,26.3811,25.5548,23.863,22.0779,20.2036,18.2374,16.9778,16.97781,0.018470068782084,2.586714,147.17
2007-12-17,152.3207661860884,28.12613,28.1261,27.3576,25.7442,24.0081,22.1549,20.1852,18.6784,18.67838,0.018737437255527,2.719138,145.07
2007-12-18,153.1712509218073,26.47319,26.4732,25.3671,23.8029,22.143,20.3712,18.4607,17.524,17.524,0.01863339746818825,2.708737,145.88
2007-12-19,153.1712509218073,25.20131,25.2013,24.2053,22.6694,20.9843,19.1499,17.1629,16.0819,16.08188,0.01863339746818825,2.575968,145.88
2007-12-20,154.137233584599,24.09819,24.0982,23.0471,21.404,19.6407,17.7884,15.8786,14.9069,14.90688,0.018516621407760912,2.362778,146.8
2007-12-21,156.3478744085864,22.23188,22.2319,21.4037,19.6771,17.8327,15.9053,13.9877,12.7895,12.7895,0.018233983897989015,2.382717,148.13
2007-12-24,157.5088996016563,22.26038,22.2604,21.4145,19.6089,17.7204,15.8241,14.1119,13.1705,13.1705,0.018099578066133572,2.627142,149.23
2007-12-26,157.8466523850949,22.60869,22.6087,21.5435,19.6691,17.7727,15.9052,14.2832,13.5094,13.50938,0.018060849447068626,2.943128,149.55
2007-12-27,155.8623547823936,23.97088,23.9709,22.904,21.1512,19.3186,17.436,15.6433,14.6704,14.67038,0.018290783739480686,2.749124,147.67
2007-12-28,155.4718281265428,24.5595,24.5595,23.6158,21.8669,20.0315,18.1517,16.3512,15.2882,15.28819,0.01833672800277741,2.484709,147.3
2007-12-31,154.3213577079553,25.99819,25.9982,25.1097,23.4777,21.7195,19.8642,17.9991,16.8081,16.80813,0.01847342886812881,2.606745,146.21
2008-01-02,152.9703465742013,26.67981,26.6798,25.5949,24.0785,22.4678,20.7509,18.9894,17.9779,17.97788,0.01863658341826477,2.963531,144.93
2008-01-03,152.8964631528241,25.89888,25.8989,24.9316,23.5511,22.047,20.3981,18.6453,17.6084,17.60837,0.018645589084696348,3.126499,144.86
2008-01-04,149.149518211553,27.16713,27.1671,26.3939,25.1387,23.7299,22.1691,20.4773,19.2343,19.23431,0.01911400491691397,3.209239,141.31
2008-01-07,149.0228609177636,26.81219,26.8122,26.0467,24.772,23.35,21.7821,20.0948,18.8399,18.83988,0.01913025026424756,3.270207,141.19
2008-01-08,146.6163723357641,28.94331,28.9433,27.8895,26.5894,25.1826,23.6466,21.9641,20.8382,20.83819,0.01944424472542735,3.300535,138.91
2008-01-09,148.1573694102024,27.34763,27.3476,26.4615,25.1117,23.6747,22.1352,20.474,19.184,19.184,0.019242003525034645,3.381883,140.37
2008-01-10,149.1284086625881,26.9905,26.9905,26.0974,24.6406,23.1049,21.5063,19.8646,18.6295,18.6295,0.019116710558490433,3.373541,141.29
2008-01-11,147.9251643715884,27.04388,27.0439,26.3288,25.0482,23.6326,22.0811,20.3934,18.9138,18.91381,0.01927220859656877,3.209239,140.15
2008-01-14,149.1178538881057,26.41931,26.4193,25.5765,24.174,22.6492,21.0157,19.2953,17.9901,17.99013,0.01911806366654242,3.188543,141.28
2008-01-15,145.8353190240626,26.54538,26.5454,25.8148,24.6295,23.3411,21.9377,20.4123,19.0317,19.03169,0.019548382679374057,3.137238,138.17
2008-01-16,144.5793008606506,,,,,,,,,,0.01971820729164194,3.147173,136.98
2008-01-17,140.8323559193796,31.549,31.549,30.5149,29.2057,27.8196,26.3632,24.8445,23.4925,23.4925,0.02024282421351355,2.995605,133.43
2008-01-18,139.3863518152834,30.74,30.74,29.8048,28.357,26.7689,25.3165,23.7869,22.3383,22.43613,0.020452824737309656,2.60693,132.06
2008-01-22,137.9720120346346,35.86269,35.8627,34.4219,32.7733,30.4055,28.1928,26.1454,24.7923,25.06838,0.02066248496640998,2.086781,130.72
2008-01-23,141.286211222125,33.37931,33.3793,31.2742,29.4364,27.54,25.5966,23.6119,22.6182,22.68219,0.020177797959129783,1.882865,133.86
2008-01-24,142.4789007386423,32.52413,32.5241,30.6351,28.734,26.8011,24.8416,22.8555,21.5356,21.53563,0.02000888980523826,2.015217,134.99
2008-01-25,140.4207197145638,33.60213,33.6021,32.0125,30.1982,28.4124,26.5536,24.6247,23.4118,23.72988,0.020302165024121417,2.036048,133.04
2008-01-28,142.7427701007037,31.72538,31.7254,30.508,28.6187,26.6869,24.7556,22.8587,21.0684,21.06838,0.019971902061587644,2.0869,135.24
2008-01-29,143.449939991028,31.74669,31.7467,30.1962,28.3166,26.3748,24.3986,22.4113,20.9248,20.92481,0.01987344591868967,2.035822,135.91
2008-01-30,142.3944625427827,32.3645,32.3645,30.4897,28.6437,26.7543,24.8499,22.937,21.7535,21.7535,0.020020754835142783,1.771397,134.91
2008-01-31,144.9909370654663,30.82688,30.8269,29.4439,27.4618,25.5005,23.5839,21.7127,20.1806,20.18063,0.019662226358077548,1.577667,137.37
2008-02-01,147.3235422260886,28.357,28.357,27.1769,25.3184,23.4274,21.5219,19.607,18.0193,18.01931,0.01935091012185924,1.811817,139.58
2008-02-04,145.4659019171767,30.15881,30.1588,28.8381,27.0114,25.1348,23.2523,21.3996,19.9614,19.96138,0.019598026663830453,2.117481,137.82
2008-02-05,141.5711901331513,30.86331,30.8633,29.8251,28.2643,26.6773,25.0794,23.4651,21.8327,21.83269,0.02013718060694187,2.076589,134.13
2008-02-06,140.4312744890463,31.73719,31.7372,30.7057,29.0694,27.4026,25.7278,24.042,22.2039,22.20388,0.020300639119196637,1.994948,133.05
2008-02-07,141.3600946435022,31.00531,31.0053,29.5816,28.0054,26.4007,24.7681,23.0861,21.752,21.752,0.02016725180922208,2.199563,133.93
